ID;Year;DOY;TIME;Batt;UV;RS-CM6-A
101;2015;298;1750;12.98;0.348;1.644
101;2015;298;1800;12.97;0.006;0
101;2015;298;1810;12.97;0;0
101;2015;298;1820;12.96;0;0
101;2015;298;1830;12.95;0;0
101;2015;298;1840;12.95;0;0
101;2015;298;1850;12.95;0;0
101;2015;298;1900;12.95;0;0
101;2015;298;1910;12.94;0;0
101;2015;298;1920;12.94;0;0
101;2015;298;1930;12.94;0;0
101;2015;298;1940;12.94;0;0
101;2015;298;1950;12.94;0;0
101;2015;298;2000;12.93;0;0
101;2015;298;2010;12.93;0;0
101;2015;298;2020;12.92;0;0
101;2015;298;2030;12.92;0;0
101;2015;298;2040;12.92;0;0
101;2015;298;2050;12.92;0;0
101;2015;298;2100;12.91;0;0
101;2015;298;2110;12.91;0;0
101;2015;298;2120;12.91;0;0
101;2015;298;2130;12.9;0;0
101;2015;298;2140;12.9;0;0
101;2015;298;2150;12.9;0;0
101;2015;298;2200;12.89;0;0
101;2015;298;2210;12.89;0;0
101;2015;298;2220;12.88;0;0
101;2015;298;2230;12.88;0;0
101;2015;298;2240;12.88;0;0
101;2015;298;2250;12.88;0;0
101;2015;298;2300;12.88;0;0
101;2015;298;2310;12.87;0;0
101;2015;298;2320;12.87;0;0
101;2015;298;2330;12.87;0;0
101;2015;298;2340;12.87;0;0
101;2015;298;2350;12.86;0;0
101;2015;298;2400;12.85;0;0
101;2015;299;10;12.85;0;0
101;2015;299;20;12.85;0;0
101;2015;299;30;12.85;0;0
101;2015;299;40;12.85;0;0
101;2015;299;50;12.85;0;0
101;2015;299;100;12.84;0;0
101;2015;299;110;12.84;0;0
101;2015;299;120;12.83;0;0
101;2015;299;130;12.83;0;0
101;2015;299;140;12.83;0;0
101;2015;299;150;12.83;0;0
101;2015;299;200;12.82;0;0
101;2015;299;210;12.82;0;0
101;2015;299;220;12.82;0;0
101;2015;299;230;12.81;0;0
101;2015;299;240;12.81;0;0
101;2015;299;250;12.81;0;0
101;2015;299;300;12.81;0;0
101;2015;299;310;12.81;0;0
101;2015;299;320;12.8;0;0
101;2015;299;330;12.8;0;0
101;2015;299;340;12.79;0;0
101;2015;299;350;12.79;0;0
101;2015;299;400;12.79;0;0
101;2015;299;410;12.79;0;0
101;2015;299;420;12.79;0;0
101;2015;299;430;12.79;0;0
101;2015;299;440;12.79;0;0
101;2015;299;450;12.79;0;0
101;2015;299;500;12.78;0;0
101;2015;299;510;12.78;0;0
101;2015;299;520;12.78;0;0
101;2015;299;530;12.78;0;0
101;2015;299;540;12.77;0;0
101;2015;299;550;12.77;0;0
101;2015;299;600;12.77;0;0
101;2015;299;610;12.77;0;0
101;2015;299;620;12.77;0;0
101;2015;299;630;12.77;0;0.124
101;2015;299;640;12.77;0.335;1.614
101;2015;299;650;12.77;0.674;7.23
101;2015;299;700;12.77;1.377;24.98
101;2015;299;710;12.95;2.346;69.33
101;2015;299;720;13.51;3.403;101.1
101;2015;299;730;13.56;4.655;131.1
101;2015;299;740;13.54;6.044;162.8
101;2015;299;750;13.52;7.52;197.2
101;2015;299;800;13.5;9.1;232.4
101;2015;299;810;13.48;10.78;268.1
101;2015;299;820;13.46;12.44;303.6
101;2015;299;830;13.44;13.97;321
101;2015;299;840;13.42;16.02;375.7
101;2015;299;850;13.4;17.67;409.2
101;2015;299;900;13.39;19.31;440.3
101;2015;299;910;13.37;20.89;470.3
101;2015;299;920;13.36;22.39;498
101;2015;299;930;13.34;23.89;527.8
101;2015;299;940;13.32;25.29;553.5
101;2015;299;950;13.3;26.61;576.9
101;2015;299;1000;13.3;27.83;598.8
101;2015;299;1010;13.28;28.98;619.9
101;2015;299;1020;13.27;30.09;640.2
101;2015;299;1030;13.26;31.07;661.4
101;2015;299;1040;13.25;32.04;675.4
101;2015;299;1050;13.24;32.88;690.9
101;2015;299;1100;13.23;33.56;704
101;2015;299;1110;13.23;34.5;720
101;2015;299;1120;13.22;35.21;731
101;2015;299;1130;13.22;35.84;745
101;2015;299;1140;13.21;36.43;754
101;2015;299;1150;13.2;36.61;758
101;2015;299;1200;13.2;36.85;764
101;2015;299;1210;13.2;36.85;766
101;2015;299;1220;13.19;36.91;772
101;2015;299;1230;13.18;36.89;770
101;2015;299;1240;13.18;36.74;769
101;2015;299;1250;13.17;36.49;772
101;2015;299;1300;13.16;36.38;778
101;2015;299;1310;13.16;31.22;642.2
101;2015;299;1320;13.15;22.98;422.3
101;2015;299;1330;13.16;21.81;390.2
101;2015;299;1340;13.16;33.77;725
101;2015;299;1350;13.15;33.15;709
101;2015;299;1400;13.15;23.02;428.2
101;2015;299;1410;13.15;28.75;613.7
101;2015;299;1420;13.14;29.93;669.1
101;2015;299;1430;13.14;29.03;644.4
101;2015;299;1440;13.13;27.57;618.6
101;2015;299;1450;13.13;25.7;590.5
101;2015;299;1500;13.12;21.62;471.9
101;2015;299;1510;13.13;18.75;399.4
101;2015;299;1520;13.13;15.62;297.3
101;2015;299;1530;13.14;17;377.3
101;2015;299;1540;13.14;12.63;236.8
101;2015;299;1550;13.15;13.96;313.5
101;2015;299;1600;13.15;12.18;251
101;2015;299;1610;13.15;8.96;139.4
101;2015;299;1620;13.16;8.25;139.4
101;2015;299;1630;13.17;7.3;123.2
101;2015;299;1640;13.18;7.33;207.5
101;2015;299;1650;13.19;6.11;180.1
101;2015;299;1700;13.19;4.608;138.8
101;2015;299;1710;13.19;3.346;99
101;2015;299;1720;13.2;2.293;65.57
101;2015;299;1730;13.07;1.363;39.62
101;2015;299;1740;13.03;0.675;16.22
101;2015;299;1750;13.01;0.333;2.415
101;2015;299;1800;12.99;0.002;0
101;2015;299;1810;12.98;0;0
101;2015;299;1820;12.97;0;0
101;2015;299;1830;12.97;0;0
101;2015;299;1840;12.96;0;0
101;2015;299;1850;12.96;0;0
101;2015;299;1900;12.95;0;0
101;2015;299;1910;12.94;0;0
101;2015;299;1920;12.94;0;0
101;2015;299;1930;12.94;0;0
101;2015;299;1940;12.94;0;0
101;2015;299;1950;12.94;0;0
101;2015;299;2000;12.93;0;0
101;2015;299;2010;12.92;0;0
101;2015;299;2020;12.92;0;0
101;2015;299;2030;12.92;0;0
101;2015;299;2040;12.92;0;0
101;2015;299;2050;12.92;0;0
101;2015;299;2100;12.91;0;0
101;2015;299;2110;12.91;0;0
101;2015;299;2120;12.91;0;0
101;2015;299;2130;12.9;0;0
101;2015;299;2140;12.9;0;0
101;2015;299;2150;12.9;0;0
101;2015;299;2200;12.89;0;0
101;2015;299;2210;12.89;0;0
101;2015;299;2220;12.89;0;0
101;2015;299;2230;12.88;0;0
101;2015;299;2240;12.89;0;0
101;2015;299;2250;12.88;0;0
101;2015;299;2300;12.88;0;0
101;2015;299;2310;12.87;0;0
101;2015;299;2320;12.87;0;0
101;2015;299;2330;12.87;0;0
101;2015;299;2340;12.87;0;0
101;2015;299;2350;12.86;0;0
101;2015;299;2400;12.86;0;0
101;2015;300;10;12.86;0;0
101;2015;300;20;12.85;0;0
101;2015;300;30;12.85;0;0
101;2015;300;40;12.85;0;0
101;2015;300;50;12.85;0;0
101;2015;300;100;12.85;0;0
101;2015;300;110;12.84;0;0
101;2015;300;120;12.84;0;0
101;2015;300;130;12.84;0;0
101;2015;300;140;12.84;0;0
101;2015;300;150;12.84;0;0
101;2015;300;200;12.84;0;0
101;2015;300;210;12.83;0;0
101;2015;300;220;12.83;0;0
101;2015;300;230;12.83;0;0
101;2015;300;240;12.83;0;0
101;2015;300;250;12.82;0;0
101;2015;300;300;12.82;0;0
101;2015;300;310;12.81;0;0
101;2015;300;320;12.81;0;0
101;2015;300;330;12.81;0;0
101;2015;300;340;12.81;0;0
101;2015;300;350;12.8;0;0
101;2015;300;400;12.8;0;0
101;2015;300;410;12.79;0;0
101;2015;300;420;12.79;0;0
101;2015;300;430;12.79;0;0
101;2015;300;440;12.79;0;0
101;2015;300;450;12.78;0;0
101;2015;300;500;12.78;0;0
101;2015;300;510;12.77;0;0
101;2015;300;520;12.77;0;0
101;2015;300;530;12.77;0;0
101;2015;300;540;12.77;0;0
101;2015;300;550;12.77;0;0
101;2015;300;600;12.76;0;0
101;2015;300;610;12.76;0;0
101;2015;300;620;12.76;0;0
101;2015;300;630;12.75;0;0.141
101;2015;300;640;12.75;0.315;3.219
101;2015;300;650;12.75;0.648;16.13
101;2015;300;700;12.85;1.337;39.38
101;2015;300;710;13.14;2.281;65.79
101;2015;300;720;13.58;3.352;96.1
101;2015;300;730;13.58;4.594;127.9
101;2015;300;740;13.56;5.957;161.1
101;2015;300;750;13.54;7.41;195.3
101;2015;300;800;13.52;8.97;230.8
101;2015;300;810;13.5;10.63;266.4
101;2015;300;820;13.48;12.39;302.5
101;2015;300;830;13.46;14.15;337.7
101;2015;300;840;13.44;15.81;372.3
101;2015;300;850;13.42;17.5;405.4
